Date,Price
2019-11-18,17.43
2019-11-19,5.964
2019-11-20,5.92
2019-11-21,6.197
2019-11-22,6.082
2019-11-23,6.08
2019-11-24,6.243
2019-11-25,7.013
2019-11-26,6.472
2019-11-27,3.757
2019-11-28,3.981
2019-11-29,4.761
2019-11-30,5.089
2019-12-01,4.78
2019-12-02,4.515
2019-12-03,4.277
2019-12-04,4.335
2019-12-05,4.115
2019-12-06,4.417
2019-12-07,4.35
2019-12-08,4.304
2019-12-09,4.229
2019-12-10,4.033
2019-12-11,3.878
2019-12-12,4.026
2019-12-13,4.345
2019-12-14,4.602
2019-12-15,4.514
2019-12-16,4.417
2019-12-17,4.058
2019-12-18,2.668
2019-12-19,2.698
2019-12-20,2.816
2019-12-21,3.071
2019-12-22,3.088
2019-12-23,3.283
2019-12-24,3.432
2019-12-25,3.057
2019-12-26,3.148
2019-12-27,3.023
2019-12-28,3.078
2019-12-29,3.188
2019-12-30,3.419
2019-12-31,3.664
2020-01-01,3.549
2020-01-02,3.438
2020-01-03,3.537
2020-01-04,3.727
2020-01-05,3.708
2020-01-06,3.676
2020-01-07,3.593
2020-01-08,3.391
2020-01-09,3.501
2020-01-10,3.494
2020-01-11,3.443
2020-01-12,3.452
2020-01-13,3.471
2020-01-14,3.394
2020-01-15,2.79
2020-01-16,2.782
2020-01-17,2.917
2020-01-18,3.016
2020-01-19,3.081
2020-01-20,3.037
2020-01-21,2.959
2020-01-22,2.691
2020-01-23,2.702
2020-01-24,2.772
2020-01-25,2.815
2020-01-26,2.807
2020-01-27,2.788
2020-01-28,2.826
2020-01-29,2.888
2020-01-30,2.972
2020-01-31,3.127
2020-02-01,3.241
2020-02-02,3.248
2020-02-03,3.333
2020-02-04,3.51
2020-02-05,3.521
2020-02-06,3.52
2020-02-07,3.017
2020-02-08,2.948
2020-02-09,2.843
2020-02-10,2.779
2020-02-11,2.722
2020-02-12,2.685
2020-02-13,2.837
2020-02-14,3.036
2020-02-15,3.056
2020-02-16,2.909
2020-02-17,2.867
2020-02-18,2.797
2020-02-19,2.766
2020-02-20,2.73
2020-02-21,2.768
2020-02-22,2.754
2020-02-23,2.735
2020-02-24,2.769
2020-02-25,2.897
2020-02-26,3.139
2020-02-27,3.812
2020-02-28,4.685
2020-02-29,4.469
2020-03-01,3.986
2020-03-02,3.824
2020-03-03,3.622
2020-03-04,3.633
2020-03-05,3.32
2020-03-06,3.43
2020-03-07,3.469
2020-03-08,3.415
2020-03-09,3.487
2020-03-10,3.654
2020-03-11,3.532
2020-03-12,3.486
2020-03-13,3.334
2020-03-14,3.19
2020-03-15,2.957
2020-03-16,2.781
2020-03-17,2.794
2020-03-18,2.867
2020-03-19,2.912
2020-03-20,2.892
2020-03-21,3.004
2020-03-22,3.172
2020-03-23,3.288
2020-03-24,3.212
2020-03-25,3.088
2020-03-26,3.069
2020-03-27,3.285
2020-03-28,3.458
2020-03-29,3.401
2020-03-30,3.1
2020-03-31,3.038
2020-04-01,4.864
2020-04-02,4.689
2020-04-03,4.144
2020-04-04,4.702
2020-04-05,4.698
2020-04-06,4.45
2020-04-07,4.229
2020-04-08,4.126
2020-04-09,4.076
2020-04-10,4.024
2020-04-11,3.827
2020-04-12,3.812
2020-04-13,3.867
2020-04-14,4.218
2020-04-15,4.496
2020-04-16,4.408
2020-04-17,4.258
2020-04-18,4.297
2020-04-19,4.26
2020-04-20,4.154
2020-04-21,4.01
2020-04-22,3.951
2020-04-23,3.827
2020-04-24,3.722
2020-04-25,3.878
2020-04-26,3.871
2020-04-27,3.745
2020-04-28,3.753
2020-04-29,3.866
2020-04-30,3.938
2020-05-01,4.116
2020-05-02,4.262
2020-05-03,4.253
2020-05-04,4.166
2020-05-05,4.16
2020-05-06,4.211
2020-05-07,4.309
2020-05-08,4.564
2020-05-09,4.784
2020-05-10,5.037
2020-05-11,5.436
2020-05-12,5.655
2020-05-13,5.455
2020-05-14,5.569
2020-05-15,5.835
2020-05-16,6.997
2020-05-17,7.385
2020-05-18,7.03
2020-05-19,6.63
2020-05-20,6.927
2020-05-21,7.123
2020-05-22,6.932
2020-05-23,6.752
2020-05-24,6.668
2020-05-25,6.179
2020-05-26,5.893
2020-05-27,6.116
2020-05-28,6.325
2020-05-29,6.479
2020-05-30,6.608
2020-05-31,6.623
2020-06-01,6.587
2020-06-02,6.432
2020-06-03,6.3
2020-06-04,6.4
2020-06-05,6.27
2020-06-06,6.259
2020-06-07,6.159
2020-06-08,5.968
2020-06-09,6
2020-06-10,5.991
2020-06-11,6.092
2020-06-12,5.943
2020-06-13,5.936
2020-06-14,5.906
2020-06-15,5.893
2020-06-16,5.851
2020-06-17,5.814
2020-06-18,5.884
2020-06-19,5.794
2020-06-20,5.802
2020-06-21,5.74
2020-06-22,5.725
2020-06-23,5.623
2020-06-24,5.4
2020-06-25,5.304
2020-06-26,5.917
2020-06-27,6.271
2020-06-28,6.201
2020-06-29,6.214
2020-06-30,6.303
2020-07-01,6.43
2020-07-02,6.471
2020-07-03,6.301
2020-07-04,6.339
2020-07-05,6.351
2020-07-06,6.342
2020-07-07,6.458
2020-07-08,6.498
2020-07-09,6.49
2020-07-10,6.804
2020-07-11,7.406
2020-07-12,7.679
2020-07-13,7.73
2020-07-14,7.815
2020-07-15,8.504
2020-07-16,8.979
2020-07-17,9.161
2020-07-18,10.106
2020-07-19,11.426
2020-07-20,12.686
2020-07-21,11.597
2020-07-22,11.396
2020-07-23,11.144
2020-07-24,11.311
2020-07-25,11.561
2020-07-26,11.127
2020-07-27,11.028
2020-07-28,10.883
2020-07-29,10.407
2020-07-30,10.443
2020-07-31,10.775
2020-08-01,10.698
2020-08-02,10.616
2020-08-03,10.405
2020-08-04,10.457
2020-08-05,10.455
2020-08-06,10.575
2020-08-07,8.273
2020-08-08,8.131
2020-08-09,7.554
2020-08-10,7.308
2020-08-11,6.928
2020-08-12,7.245
2020-08-13,7.991
2020-08-14,7.742
2020-08-15,7.35
2020-08-16,7.304
2020-08-17,7.067
2020-08-18,6.993
2020-08-19,6.889
2020-08-20,6.698
2020-08-21,6.399
2020-08-22,6.62
2020-08-23,6.673
2020-08-24,6.51
2020-08-25,6.469
2020-08-26,6.326
2020-08-27,6.112
2020-08-28,6.098
2020-08-29,6.188
2020-08-30,6.364
2020-08-31,6.935
2020-09-01,7.121
2020-09-02,6.906
2020-09-03,6.726
2020-09-04,6.589
2020-09-05,6.392
2020-09-06,6.311
2020-09-07,6.35
2020-09-08,6.269
2020-09-09,6.37
2020-09-10,6.573
2020-09-11,6.714
2020-09-12,6.438
2020-09-13,6.238
2020-09-14,6.186
2020-09-15,6.148
2020-09-16,6.169
2020-09-17,6.156
2020-09-18,6.134
2020-09-19,6.095
2020-09-20,6.065
2020-09-21,6.067
2020-09-22,5.973
2020-09-23,5.775
2020-09-24,5.661
2020-09-25,5.571
2020-09-26,5.567
2020-09-27,5.541
2020-09-28,5.495
2020-09-29,5.107
2020-09-30,4.885
2020-10-01,5.349
2020-10-02,5.502
2020-10-03,5.252
2020-10-04,5.042
2020-10-05,4.998
2020-10-06,4.973
2020-10-07,4.991
2020-10-08,5.134
2020-10-09,5.182
2020-10-10,5.154
2020-10-11,5.161
2020-10-12,5.199
2020-10-13,5.245
2020-10-14,5.414
2020-10-15,5.669
2020-10-16,5.642
2020-10-17,5.719
2020-10-18,5.77
2020-10-19,5.81
2020-10-20,5.784
2020-10-21,5.838
2020-10-22,5.875
2020-10-23,5.895
2020-10-24,6.117
2020-10-25,6.78
2020-10-26,6.773
2020-10-27,6.483
2020-10-28,6.475
2020-10-29,6.391
2020-10-30,6.227
2020-10-31,5.994
2020-11-01,6.005
2020-11-02,6.146
2020-11-03,6.159
2020-11-04,6.111
2020-11-05,6.005
