Date,Price
2019-12-28,0.107
2019-12-29,0.1
2019-12-30,0.104
2019-12-31,0.107
2020-01-01,0.125
2020-01-02,0.103
2020-01-03,0.135
2020-01-04,0.164
2020-01-05,0.121
2020-01-06,0.117
2020-01-07,0.112
2020-01-08,0.127
2020-01-09,0.106
2020-01-10,0.126
2020-01-11,0.125
2020-01-12,0.12
2020-01-13,0.116
2020-01-14,0.116
2020-01-15,0.12
2020-01-16,0.125
2020-01-17,0.129
2020-01-18,0.125
2020-01-19,0.126
2020-01-20,0.13
2020-01-21,0.137
2020-01-22,0.133
2020-01-23,0.135
2020-01-24,0.137
2020-01-25,0.137
2020-01-26,0.13
2020-01-27,0.123
2020-01-28,0.117
2020-01-29,0.127
2020-01-30,0.133
2020-01-31,0.14
2020-02-01,0.153
2020-02-02,0.156
2020-02-03,0.146
2020-02-04,0.175
2020-02-05,0.169
2020-02-06,0.166
2020-02-07,0.163
2020-02-08,0.165
2020-02-09,0.151
2020-02-10,0.147
2020-02-11,0.139
2020-02-12,0.138
2020-02-13,0.137
2020-02-14,0.185
2020-02-15,0.159
2020-02-16,0.166
2020-02-17,0.164
2020-02-18,0.154
2020-02-19,0.158
2020-02-20,0.152
2020-02-21,0.178
2020-02-22,0.165
2020-02-23,0.213
2020-02-24,0.253
2020-02-25,0.251
2020-02-26,0.201
2020-02-27,0.213
2020-02-28,0.233
2020-02-29,0.211
2020-03-01,0.2
2020-03-02,0.177
2020-03-03,0.179
2020-03-04,0.178
2020-03-05,0.166
2020-03-06,0.168
2020-03-07,0.173
2020-03-08,0.178
2020-03-09,0.153
2020-03-10,0.156
2020-03-11,0.173
2020-03-12,0.161
2020-03-13,0.145
2020-03-14,0.144
2020-03-15,0.132
2020-03-16,0.124
2020-03-17,0.116
2020-03-18,0.131
2020-03-19,0.14
2020-03-20,0.127
2020-03-21,0.11
2020-03-22,0.126
2020-03-23,0.101
2020-03-24,0.087
2020-03-25,0.098
2020-03-26,0.109
2020-03-27,0.12
2020-03-28,0.111
2020-03-29,0.116
2020-03-30,0.101
2020-03-31,0.086
2020-04-01,0.125
2020-04-02,0.108
2020-04-03,0.126
2020-04-04,0.127
2020-04-05,0.124
2020-04-06,0.102
2020-04-07,0.112
2020-04-08,0.102
2020-04-09,0.091
2020-04-10,0.084
2020-04-11,0.088
2020-04-12,0.09
2020-04-13,0.088
2020-04-14,0.083
2020-04-15,0.085
2020-04-16,0.092
2020-04-17,0.082
2020-04-18,0.086
2020-04-19,0.084
2020-04-20,0.082
2020-04-21,0.079
2020-04-22,0.082
2020-04-23,0.078
2020-04-24,0.081
2020-04-25,0.079
2020-04-26,0.086
2020-04-27,0.081
2020-04-28,0.093
2020-04-29,0.081
2020-04-30,0.08
2020-05-01,0.078
2020-05-02,0.079
2020-05-03,0.08
2020-05-04,0.079
2020-05-05,0.092
2020-05-06,0.098
2020-05-07,0.108
2020-05-08,0.109
2020-05-09,0.108
2020-05-10,0.113
2020-05-11,0.114
2020-05-12,0.109
2020-05-13,0.111
2020-05-14,0.107
2020-05-15,0.101
2020-05-16,0.103
2020-05-17,0.11
2020-05-18,0.11
2020-05-19,0.104
2020-05-20,0.111
2020-05-21,0.11
2020-05-22,0.118
2020-05-23,0.126
2020-05-24,0.125
2020-05-25,0.118
2020-05-26,0.115
2020-05-27,0.105
2020-05-28,0.102
2020-05-29,0.106
2020-05-30,0.112
2020-05-31,0.105
2020-06-01,0.113
2020-06-02,0.121
2020-06-03,0.127
2020-06-04,0.123
2020-06-05,0.127
2020-06-06,0.123
2020-06-07,0.131
2020-06-08,0.133
2020-06-09,0.148
2020-06-10,0.152
2020-06-11,0.161
2020-06-12,0.155
2020-06-13,0.149
2020-06-14,0.15
2020-06-15,0.151
2020-06-16,0.154
2020-06-17,0.152
2020-06-18,0.152
2020-06-19,0.144
2020-06-20,0.133
2020-06-21,0.129
2020-06-22,0.138
2020-06-23,0.135
2020-06-24,0.149
2020-06-25,0.137
2020-06-26,0.126
2020-06-27,0.133
2020-06-28,0.138
2020-06-29,0.132
2020-06-30,0.132
2020-07-01,0.13
2020-07-02,0.13
2020-07-03,0.134
2020-07-04,0.143
2020-07-05,0.154
2020-07-06,0.155
2020-07-07,0.146
2020-07-08,0.138
2020-07-09,0.143
2020-07-10,0.139
2020-07-11,0.143
2020-07-12,0.147
2020-07-13,0.143
2020-07-14,0.139
2020-07-15,0.139
2020-07-16,0.137
2020-07-17,0.15
2020-07-18,0.142
2020-07-19,0.14
2020-07-20,0.146
2020-07-21,0.161
2020-07-22,0.166
2020-07-23,0.188
2020-07-24,0.192
2020-07-25,0.196
2020-07-26,0.215
2020-07-27,0.227
2020-07-28,0.211
2020-07-29,0.188
2020-07-30,0.176
2020-07-31,0.185
2020-08-01,0.191
2020-08-02,0.2
2020-08-03,0.195
2020-08-04,0.184
2020-08-05,0.18
2020-08-06,0.177
2020-08-07,0.17
2020-08-08,0.168
2020-08-09,0.17
2020-08-10,0.169
2020-08-11,0.164
2020-08-12,0.163
2020-08-13,0.171
2020-08-14,0.157
2020-08-15,0.153
2020-08-16,0.151
2020-08-17,0.152
2020-08-18,0.136
2020-08-19,0.129
2020-08-20,0.129
2020-08-21,0.131
2020-08-22,0.135
2020-08-23,0.13
2020-08-24,0.126
2020-08-25,0.125
2020-08-26,0.124
2020-08-27,0.124
2020-08-28,0.121
2020-08-29,0.124
2020-08-30,0.124
2020-08-31,0.118
2020-09-01,0.113
2020-09-02,0.113
2020-09-03,0.113
2020-09-04,0.113
2020-09-05,0.112
2020-09-06,0.112
2020-09-07,0.113
2020-09-08,0.112
2020-09-09,0.109
2020-09-10,0.111
2020-09-11,0.109
2020-09-12,0.106
2020-09-13,0.106
2020-09-14,0.113
2020-09-15,0.102
2020-09-16,0.105
2020-09-17,0.103
2020-09-18,0.105
2020-09-19,0.099
2020-09-20,0.111
2020-09-21,0.105
2020-09-22,0.1
2020-09-23,0.104
2020-09-24,0.098
2020-09-25,0.1
2020-09-26,0.094
2020-09-27,0.097
2020-09-28,0.094
2020-09-29,0.093
2020-09-30,0.092
2020-10-01,0.092
2020-10-02,0.088
2020-10-03,0.088
2020-10-04,0.087
2020-10-05,0.086
2020-10-06,0.087
2020-10-07,0.085
2020-10-08,0.085
2020-10-09,0.083
2020-10-10,0.084
2020-10-11,0.084
2020-10-12,0.084
2020-10-13,0.083
2020-10-14,0.088
2020-10-15,0.085
2020-10-16,0.09
2020-10-17,0.089
2020-10-18,0.084
2020-10-19,0.087
2020-10-20,0.083
2020-10-21,0.084
2020-10-22,0.086
2020-10-23,0.083
2020-10-24,0.081
2020-10-25,0.082
2020-10-26,0.08
2020-10-27,0.083
2020-10-28,0.083
2020-10-29,0.078
2020-10-30,0.074
2020-10-31,0.077
2020-11-01,0.075
2020-11-02,0.074
2020-11-03,0.074
2020-11-04,0.077
2020-11-05,0.075
2020-11-06,0.073
2020-11-07,0.073
2020-11-08,0.074
2020-11-09,0.072
2020-11-10,0.075
2020-11-11,0.075
2020-11-12,0.081
2020-11-13,0.079
2020-11-14,0.076
2020-11-15,0.075
2020-11-16,0.074
2020-11-17,0.074
2020-11-18,0.071
2020-11-19,0.07
2020-11-20,0.07
2020-11-21,0.071
2020-11-22,0.067
2020-11-23,0.063
2020-11-24,0.079
2020-11-25,0.069
2020-11-26,0.064
2020-11-27,0.063
2020-11-28,0.061
2020-11-29,0.062
2020-11-30,0.064
2020-12-01,0.065
2020-12-02,0.061
2020-12-03,0.066
2020-12-04,0.056
2020-12-05,0.061
2020-12-06,0.058
2020-12-07,0.059
2020-12-08,0.057
2020-12-09,0.061
2020-12-10,0.058
2020-12-11,0.059
2020-12-12,0.059
2020-12-13,0.06
2020-12-14,0.06
2020-12-15,0.065
2020-12-16,0.06
2020-12-17,0.058
2020-12-18,0.055
2020-12-19,0.06
2020-12-20,0.061
2020-12-21,0.062
2020-12-22,0.061
2020-12-23,0.064
2020-12-24,0.057
2020-12-25,0.065
2020-12-26,0.065
2020-12-27,0.062
2020-12-28,0.065
2020-12-29,0.062
2020-12-30,0.069
2020-12-31,0.072
2021-01-01,0.068
2021-01-02,0.067
2021-01-03,0.067
2021-01-04,0.069
2021-01-05,0.087
2021-01-06,0.069
2021-01-07,0.068
2021-01-08,0.073
2021-01-09,0.072
2021-01-10,0.073
2021-01-11,0.073
2021-01-12,0.074
2021-01-13,0.075
2021-01-14,0.077
2021-01-15,0.076
2021-01-16,0.084
2021-01-17,0.086
2021-01-18,0.088
2021-01-19,0.095
2021-01-20,0.101
2021-01-21,0.134
2021-01-22,0.151
2021-01-23,0.14
2021-01-24,0.125
2021-01-25,0.121
2021-01-26,0.129
2021-01-27,0.126
2021-01-28,0.097
2021-01-29,0.1
2021-01-30,0.099
2021-01-31,0.101
2021-02-01,0.106
2021-02-02,0.096
2021-02-03,0.1
2021-02-04,0.097
2021-02-05,0.097
2021-02-06,0.118
2021-02-07,0.107
2021-02-08,0.107
2021-02-09,0.115
2021-02-10,0.113
2021-02-11,0.095
2021-02-12,0.094
2021-02-13,0.092
2021-02-14,0.091
2021-02-15,0.085
2021-02-16,0.084
2021-02-17,0.082
2021-02-18,0.087
2021-02-19,0.085
2021-02-20,0.088
2021-02-21,0.089
2021-02-22,0.086
2021-02-23,0.092
2021-02-24,0.095
2021-02-25,0.111
2021-02-26,0.095
2021-02-27,0.101
2021-02-28,0.101
2021-03-01,0.114
2021-03-02,0.129
2021-03-03,0.122
2021-03-04,0.116
2021-03-05,0.117
2021-03-06,0.122
2021-03-07,0.128
2021-03-08,0.123
2021-03-09,0.125
2021-03-10,0.155
2021-03-11,0.148
2021-03-12,0.17
2021-03-13,0.193
2021-03-14,0.195
2021-03-15,0.188
2021-03-16,0.178
2021-03-17,0.149
2021-03-18,0.153
2021-03-19,0.151
2021-03-20,0.151
2021-03-21,0.144
