Date,Price
2024-02-29,1.173
2024-03-01,1.239
2024-03-02,1.268
2024-03-03,1.292
2024-03-04,1.285
2024-03-05,1.26
2024-03-06,1.213
2024-03-07,1.204
2024-03-08,1.207
2024-03-09,1.227
2024-03-10,1.219
2024-03-11,1.214
2024-03-12,1.202
2024-03-13,1.155
2024-03-14,1.131
2024-03-15,1.111
2024-03-16,1.141
2024-03-17,1.149
2024-03-18,1.15
2024-03-19,1.151
2024-03-20,1.105
2024-03-21,1.076
2024-03-22,1.093
